CID,Name,B3LYPLUMO,SMILES,Minimum Adsorption energy (100),Minimum Adsorption energy (110),Minimum Adsorption energy (111),Optimization score,e_above_hull (eV)
61543825,H16C13S1O2,-1.224562145,CC(C)SCC1=CC=CC=C1C=CC(=O)O,0.423197502,-0.289934681,-0.199542944,-0.62332776,
60071129,H16C12N2O3,-0.722537161,CC(=O)C1=C(C=CN=C1)NC(=O)OC(C)(C)C,-0.64248927,-0.679077359,-0.244093871,-0.622211997,
45790945,H6C8Br1F3,0.181845775,CC(C1=C(C=C(C=C1)F)Br)(F)F,-2.852325548,-1.154362896,-0.265878153,-0.621171545,
22170475,H2C1N4,-0.811129326,C1=NN2N1N2,-1.077388415,-0.119729334,-0.090368872,-0.620145767,
61693010,H14C12N1O2F1,-0.390315522,CC(=O)CCC(=O)NCC1=CC(=CC=C1)F,-0.669867284,-0.796855165,-1.035068908,-0.612122987,
68999245,H16C13O3,-1.505104681,CCC(CC(=O)C1=CC=CC=C1C)C(=O)O,0.217524998,0.345185201,0.280940498,-0.611943891,
21218422,H7C8N3O2,0.030499639,C1=CC=C2C(=C1)N=CN2NC(=O)O,-0.490048309,-2.064660428,-1.207395797,-0.611767603,
57346927,H7C9N3,-1.091673219,C1=CC2=C3C=NC=CN3NC2=C1,-0.296006637,-0.067126578,-0.023841434,-0.610332384,
10081833,H11C11O3F1,-1.449734408,CCOC(=O)C(=O)CC1=CC=C(C=C1)F,0.340874106,0.163472423,0.193165606,-0.608615182,
54144828,H17C13N1O3,-0.936635911,CCNCCOC1=CC=C(C=C1)C=CC(=O)O,-0.04856246,-0.74375391,-0.031862349,-0.605681076,
2763644,H9C11N2Cl1O1,-0.648709678,CN1C(=C(C(=N1)C2=CC=CC=C2)C=O)Cl,-0.381312367,-0.962599933,-0.341651246,-0.605282096,
12264052,H11C12N1O2,-1.025228077,COC1=CC2=C(C=C1)NC(=O)C(=C2)C=C,-0.468896984,-0.775401197,0.693090576,-0.604481973,
72222293,H12C10N2O3,-0.752067882,CN(C)C(=O)C1=CC(=C(C=C1)C(=O)N)O,-0.749654595,-0.502670388,-0.115820942,-0.604058262,
58085744,H12C12S1O1,-0.334945249,CC(=C1C=CS(=O)C2=CC=CC=C12)C,-0.76898082,-0.843100824,-1.006736612,-0.603942334,
66760014,H12C10N2O3,-1.228253316,CNC(=O)C1=CN=C(C=C1)CCC(=O)O,-0.074176883,-0.193238203,0.334296688,-0.602979724,
346277,H15C12Br1O2,-0.357092273,CC(C(=O)OCCCC1=CC=CC=C1)Br,-0.574307765,-0.809101708,-1.160633267,-0.60255326,
70389817,H6C6N2,-2.143709764,C1=CC2=CC=C1NN2,0.750003545,1.067922462,1.000523858,-0.602113238,
70374928,H10C11N2O3,-1.383290623,C1=CC=C(C=C1)NC2=C(C(=O)NC2=O)CO,0.002958559,-0.112604746,0.649722599,-0.601632576,
583926,H4C7F6,1.27079674,C1CC2(C(=C(C1(C2(F)F)F)F)F)F,-2.701864669,-2.29189456,-2.427867844,-0.601539476,
45084896,H7C6N1O4,-1.191340253,C1CNC(=O)C(C1=O)C(=O)O,-0.177771006,0.158077775,0.005863471,-0.597975086,
24862268,H11C13N1O2,-0.800055814,CCN1C=CC2=C1C=CC3=C2C=CC(=O)O3,-0.557957542,-0.493704809,-0.131024421,-0.597142369,
10534741,H12C8O2,-0.829586536,CC(=C)COC/C=C/C=O,-0.337365529,-0.160756793,-0.594370518,-0.596875408,
70183,P1H17C22O3,-2.304286445,O=C1CC(C(=O)O1)=P(c2ccccc2)(c3ccccc3)c4ccccc4,1.10162227,1.020234364,1.213773746,-0.596204826,
71658317,H7C6O3F3,-0.394006693,CC(=O)O[C@@](C)(C=O)C(F)(F)F,-0.554280205,-0.242958548,-1.594206955,-0.595577631,
68046839,H6C9N2F4,0.255673258,CC1=NC2=C(N1)C=C(C(=C2)F)C(F)(F)F,-1.734560849,-1.432204555,-1.173051671,-0.595466217,
224457,H10C14N2O2,-1.649068477,C1=CC=C(C=C1)NC(=O)C(=CC2=CC=CO2)C#N,0.483693867,0.522515136,0.368519947,-0.595412747,
59762380,H12C11N2O2,-1.32422918,CC(C)C1=CC2=C(N1)C=C(C=C2)[N+](=O)[O-],0.025219478,0.088127498,0.28797648,-0.595227347,
68351649,H10C11N4,-0.866499599,CCN1C=CC(=N1)C2=CC(=NC=C2)C#N,-0.536106993,-0.117266452,-0.313970215,-0.594473743,
20758260,H9C10N3,-0.999388526,CC1=NC(=NC=N1)C2=CC=CC=C2,-0.254008221,-0.413177468,0.102993954,-0.593726219,
64238809,H17C12N3O2,-1.674908028,CC1=C(C(=NC=C1)NC2CCCCC2)[N+](=O)[O-],0.574044327,0.567937778,0.32775446,-0.59249792,
62500579,H9C8S1N2Cl1,0.514067414,CNC1=C(C(=CC=C1)Cl)C(=S)N,-1.340329211,-1.87574039,-1.873872415,-0.591289962,
462040,P2H4C1Cl1O6F1,0.170770907,C(F)(P(=O)(O)O)(P(=O)(O)O)Cl,-2.091249331,-0.483784184,-1.481547037,-0.590711305,
67547293,H10C9N4O2,-1.379599453,CC(=O)C1=CN=C(O1)CN2C=CC(=N2)N,-0.682411721,0.451851661,0.829757307,-0.589933519,
2736631,H2C3Cl1O2F5,0.83521554,C(C(F)(F)F)(C(F)(F)Cl)(O)O,-2.05177313,-1.373412513,-2.617397012,-0.589489339,
60100537,H13C10N3,-0.899722848,CCCC1=C(C(=NC(=C1)C)N)C#N,-0.230000296,-0.187694868,-0.419677086,-0.589423466,
20820450,H6C8Cl1F3,0.742932204,CC1=C(C(=C(C(=C1F)Cl)F)C)F,-1.892971002,-2.250518522,-1.616871378,-0.588594048,
70598421,H9C14N3O1,-1.051067628,C1=CC=C2C(=C1)N=C3C(=N2)OC=C4N3C=CC=C4,0.031993425,-0.17410645,-0.231114852,-0.58773846,
20553720,H11C10S1O1F3,0.395944526,COC1=C(C=CC(=C1)CCS)C(F)(F)F,-1.495805272,-1.663114501,-1.553457541,-0.587423956,
64593730,H17C12S1N3,-0.814821853,CCN(CC1CC1)C2=CC=CC(=N2)C(=S)N,-0.043892519,-0.190602574,-0.842105971,-0.586844437,
61645837,H12C9N2O3,-1.054760156,CC(CC(=O)C1=CN(N=C1)C)C(=O)O,-0.554341413,-0.25234489,0.451182437,-0.586630722,
62050759,H16C13N2O2,-0.619178956,CN(CCC#N)CC1=C(C=CC(=C1)C=O)OC,-0.671828672,-0.264720993,-0.725101926,-0.58653141,
47281078,H16C10N4O3,-1.176574214,CN1C=NC(=C1N2CCC(CC2)CO)[N+](=O)[O-],-0.168615653,0.017318422,0.167222998,-0.585632812,
61323527,H14C11N2O3,-0.556426341,CC1=C(C=C(C=C1)C(=O)OCCC(=O)N)N,-0.57730427,-0.506225278,-0.76021304,-0.585503602,
65214974,H9C6S1N3,-0.611796614,C1CC1NCC2=CN=NS2,-0.871449066,-0.500169255,-0.305535267,-0.585423905,
72019254,H8C12N2O1F2,-0.32017921,C1=COC(=C1)CNC2=C(C=C(C=C2F)C#N)F,-0.481517404,-1.257427576,-0.812643443,-0.585354342,
43617247,H10C10N4O2,-1.316845482,CC1=C(C=CC(=C1)C(=O)O)N2C(=NN=N2)C,0.128516301,0.136457229,0.181901865,-0.583943508,
612229,H12C12N2O2,-0.357092273,CN(C)C(=O)C1=CNC2=CC=CC=C2C1=O,-0.669510887,-1.095035339,-0.666859639,-0.583780447,
10240853,H4C5Cl2,0.698635443,C1C23C1(C2)C3(Cl)Cl,-2.06104306,-1.702345389,-1.827847301,-0.582554904,
63355757,H13C9N3O2,0.506685072,CN(C1=C(C=CC(=C1)C(=O)N)N)OC,-0.919088921,-2.422375455,-1.668368279,-0.581629573,
8934584,H10C9N4O2,-0.777907434,CN1C2=C(C=C(C=N2)N)C(=O)N(C1=O)C,-0.397729828,-0.474650792,-0.271774902,-0.579646304,
60989103,H16C12N2O3,-0.394006693,CC1=C(C=CC(=C1)C(=O)N)N(C)CCC(=O)O,-0.619337963,-0.88377045,-0.788127446,-0.57887599,
59008792,H9C9Br1O1,0.126475502,CC1=CC(=C(C=C1)Br)CC=O,-1.572912373,-1.10384236,-1.175484433,-0.57880211,
59216965,H14C16O2,-0.855426087,C=CC1=C(C=CC(=C1)C=O)OCC2=CC=CC=C2,-0.206425052,-0.259644693,-0.438718082,-0.578511015,
64387168,H14C7Br1N1O3,0.251980731,CC(C(OC)OC)NC(=O)CBr,-1.446500726,-1.403440912,-1.377002543,-0.578500331,
57501595,H10C14N2O1,-1.128586282,C1=CC=C(C=C1)C2=CC=C(C=C2)C(=C[N+]#N)[O-],-0.255671706,0.179863665,-0.007853607,-0.578236749,
15422029,H5C5N3O2,0.484536692,C#CCOC1=NON=C1N,-1.555467633,-1.531366382,-1.826528698,-0.576625439,
60662352,H11C10N2O1F1,-0.246351727,C1=CC(=C(C(=C1)F)C#N)NCCCO,-0.714786524,-1.351372438,-0.647263814,-0.575412993,
331380,H12C21N2O2,-1.781957403,C1=CC=C(C=C1)C2=NC=C3C(=O)C4=C(C=CC5=CC=CC=C54)OC3=N2,0.811490705,0.596376903,0.496497139,-0.573584577,
68311886,H10C10N4,-0.944018253,CCC1=NN=C(C=C1)C2=NC=CC=N2,-0.022454449,-0.471247672,-0.111222866,-0.572829958,
47334785,H10C10N4O2,-0.604414273,COC1=CC=C(C=C1)NC(=O)C2=NNN=C2,-0.559834806,-0.609934059,-0.451997981,-0.572501611,
58958470,H8C6S1N2O1,-0.261117766,CC(=O)C1=CNC(=S)N1C,-1.0214842,-0.2033507,-1.415586644,-0.57062914,
6474926,H18C12S1N2O1,-0.574883551,CCCCC/C=C/NNC(=O)C1=CC=CS1,0.065986788,-0.653503371,-1.109218659,-0.570230983,
12013880,H17C14N1O1,-0.371858312,CCCCC#CC=NC1=CC=C(C=C1)OC,-0.431587506,-1.241987678,-0.627801715,-0.569491973,
62734699,H11C10S1N3O2,-0.250042897,CN1C(=NC(=N1)C2=CC=CS2)CCC(=O)O,-0.989662384,-0.884175172,-0.77176159,-0.56595464,
609354,H12C16,-0.944018253,C1=CC2=CC=C1C=CC3=CC=C(C=C3)C=C2,0.02981826,-0.20731895,-0.378860167,-0.564735936,
61114417,H15C11S1N3O1,-0.253734068,CCN(CCC#N)C(=O)C1=CC(=C(S1)C)N,-0.915609682,-1.36056259,-0.335109018,-0.562080582,
57364060,H6C8N3F3,-0.054401356,C1=CC2=C(N=C1)N=C(N2)CC(F)(F)F,-1.048809146,-0.948078679,-1.21099865,-0.561848424,
210797,H12C14N4O1,-1.261475209,CC1=CC=CC=C1N2C(=NC3=NC=CN=C3C2=O)C,0.166147502,-0.143227889,0.403668993,-0.559639503,
69161274,H7C4S1N3,-0.394006693,CN(C)C1=CSN=N1,-1.069300443,-0.458526075,-0.644966705,-0.55913555,
21192299,H8C8S2F2,0.584203726,CC1=C(C(=C(C(=C1S)F)C)S)F,-1.608271017,-1.6393741,-1.858429774,-0.558910619,
61699372,H12C8N3Cl1O1,-0.589648234,CCN(CCO)C1=NC=CN=C1Cl,-0.466524625,-0.560483323,-0.553206428,-0.55819318,
12902603,H13C12N3O1,-1.003081053,C1=CC=C(C=C1)C2=NN(C(=O)C=C2)CCN,-0.198919918,-0.324057188,0.183362551,-0.558142953,
10081756,H13C7S1N1O4,-0.711463649,CC(C)(CNC(=O)C=C)S(=O)(=O)O,-0.30598333,-0.6120243,-0.295886509,-0.558047514,
65972958,H13C11N3O1,-0.918178702,C1C(CC1O)NCC2=C(N=CC=C2)C#N,-0.059845337,-0.228615595,-0.303696551,-0.557782265,
57171334,H10C14O1F2,-0.800055814,C1=CC=C(C(=C1)CC2=C(C=CC=C2F)F)C=O,-0.3784425,-0.218091589,-0.34995504,-0.557776095,
689043,H8C9O4,-1.008618881,O([H])C1=C(C([H])=C([H])C(/C(/[H])=C(\[H])/C(=O)O[H])=C1[H])O[H],-0.083466412,-0.268765746,0.03835345,-0.556622558,
15836861,H3C5O1F5,1.016092399,COC1=C(C(C1(F)F)(F)F)F,-1.725305392,-1.69594634,-2.962008357,-0.555830482,
21015787,H14C12O3,-0.770525092,CCCC(=O)C1=CC=CC=C1OC(=O)C,-0.373226807,-0.352535798,-0.296133386,-0.555578544,
13680651,H10C9N1Cl1O1,-0.3607848,CC1=CC=C(C=C1)C(=O)NCCl,-0.606223654,-0.773090703,-0.856864558,-0.553088886,
19349503,H8C8N2,-0.825895365,C=CC1=NC=CN=C1C=C,-0.340779036,-0.381946626,-0.107918321,-0.551388346,
68197394,H11C12N3O1,-0.781598604,CC1=CC(=CN=C1)C(=O)NC2=CC=NC=C2,-0.265927607,-0.381448743,-0.315708637,-0.551313467,
14056314,H10C8N2O2,-1.257784038,CCCC1=NC=C(C=N1)C(=O)O,-0.169088436,0.187442948,0.450349229,-0.550774729,
15152660,H10C8S1N2O2,-0.135611181,CN1C(=O)C=C2CSCCN2C1=O,-0.955205285,-0.901080953,-1.024401142,-0.547920154,
20544694,H8C9S1O4,-0.467834176,C1COC2=C(C=C(C=C2O1)S)C(=O)O,-0.6887159,-0.652394704,-0.538833586,-0.547241119,
21190219,H9C9N2Cl1,-0.504747239,CC1=CN2C(=N1)C=CC=C2CCl,-0.21593469,-0.941948622,-0.604708472,-0.546138917,
20591284,H5C7N1F4,1.119450603,CC1=C(C(=C(C(=C1F)F)F)N)F,-2.052241089,-2.460115165,-2.121908748,-0.545985532,
43423001,H12C11N1O1F1,-0.386622995,C=CC(=O)NCCC1=CC=C(C=C1)F,-0.494938058,-0.778488436,-0.838006791,-0.545217045,
68908368,H13C10N1O4,-0.973550331,CCOC(=O)C1=CC(=NC=C1)OCCO,-0.092827703,-0.152810422,-0.100555743,-0.544474144,
57282129,H6C4S1O2,-0.973550331,C=C(CS)C(=O)O,-0.176092143,0.169143467,-0.338827595,-0.544404544,
23129493,H10C11S1O2,-0.220512176,CC1=C(C=C(O1)C2=CC=CS2)C(=O)C,-1.039607962,-0.960109905,-0.59069823,-0.541992104,
11806051,H11C10O4F1,-0.375549483,COCOC1=C(C=CC=C1F)C(=O)OC,-0.820782856,-0.912663653,-0.39111913,-0.541869015,
13585906,H12C11O3,-0.899722848,CCC(=O)OCC(=O)C1=CC=CC=C1,-0.117000861,-0.309701896,-0.123679844,-0.541591858,
10630809,H7C9N1O2,-0.829586536,CC(=O)C1=NC2=C(C=C1)OC=C2,0.081689345,-0.509952299,-0.325534837,-0.540426233,
20770830,H11C11S1N1O3,0.012042429,CC1=C(C=CC(=C1)N=C=S)OCC(=O)OC,-0.946832678,-1.359570527,-0.968481037,-0.539792826,
242955,H11C10N4Cl1,-0.334945249,C1=CC2=C(C=C1Cl)C(=NC=N2)NCCN,-0.703362535,-0.904993678,-0.625435814,-0.539771296,
72233014,H14C12N2O3,-1.364833413,CN(C)C(=O)C1=C(C(=CN=C1)C=O)OC2CC2,0.410756185,0.270095696,0.180510613,-0.538856291,
21514052,H6C8N5Cl1,-0.611796614,C1C2=NN=NN2C3=C(N1)C=C(C=C3)Cl,-0.529767837,-0.359138443,-0.502589025,-0.537814191,
573943,H8C8S1O2,-1.025228077,CC(=O)C=C(C1=CC=CS1)O,-0.234901805,-0.372948347,0.464935517,-0.536433144,
10633784,H12C13N4O1,-1.176574214,CCNC1=NN=C(O1)C2=CC3=C(C=C2)N=CC=C3,0.071836878,0.178169508,0.062205323,-0.536251822,
13430004,P1H6C6F5,1.163747364,C1C=CCP(C1(F)F)C(F)(F)F,-2.617126701,-2.011139644,-2.074176072,-0.535200054,
46313888,H7C12N1O2F2,-0.873883297,C1=CC=C(C(=C1)C2=CN=CC(=C2C(=O)O)F)F,-0.192351306,-0.522679449,0.127126135,-0.534925752,
69616008,H19C11N3O1,0.462388311,CCCN(CCC)C1=C(C=CC=[N+]1[O-])N,-1.692567861,-1.343830789,-1.554699639,-0.533988893,
72439499,H7C8N1O1F2,-0.582265892,CON=CC1=C(C(=CC=C1)F)F,-1.021777277,-0.558502283,0.12878998,-0.533047876,
19588010,H10C13N4O1,-0.678240399,CN1C=C2C(=N1)C(=O)N=C3N2CC4=CC=CC=C43,0.304963077,-0.620641918,-0.830168462,-0.53009475,
57879701,H12C8N2O1,-0.504747239,CC(=C(C#N)C(=O)N(C)C)C,-0.646416266,-0.571172055,-0.438995175,-0.528470869,
58059647,H11C12N1O1,-1.07690718,CC(=O)C1=CCN=C1C2=CC=CC=C2,0.074595484,-0.124815505,0.112066667,-0.528145815,
47168976,H10C11N2O2F2,0.303659833,C1C(CN(C1=O)C2=C(C=C(C=C2)F)F)C(=O)N,-1.332827997,-1.576792725,-1.166589163,-0.527538398,
23217772,H9C5Cl1O2,-0.545351473,CC(CCCl)(C=O)O,-0.526207489,-0.357821862,-0.638738216,-0.526470331,
6278,H3C2Cl3,-0.283266147,CC(Cl)(Cl)Cl,-0.670285794,-0.21062891,-1.41644364,-0.52452613,
20315996,H8C8N1Cl1O2,-0.394006693,CNC1=CC=CC(=C1Cl)C(=O)O,-0.656465324,-0.437939545,-0.856849128,-0.522212346,
71676574,H10C8S2N2,0.004660087,CSC(=S)NC1=CC=C(C=C1)N,-1.134584945,-1.111552438,-0.894099196,-0.52104272,
11804930,H7C8S1N1,-0.309105698,C1CC1C#CC2=NC=CS2,-0.666989879,-0.870616985,-0.655477602,-0.520066927,
332860,H11C11N1O5,-1.187649082,C1=CC(=C(C=C1C=CC(=O)NCC(=O)O)O)O,0.12697463,-0.174588908,0.494848724,-0.519285467,
64090170,H12C13N2O1,-0.90710519,CC1=CC=C(C=C1)C(=O)C2=C(N=CC=C2)N,-0.131505781,-0.015338202,-0.230446228,-0.516434297,
67800704,H7C8F3,-0.135611181,C1C=CC=CC1(C=C(F)F)F,-1.204183595,-0.717190327,-0.765123568,-0.515555172,
67358790,H14C13N2O1,-0.582265892,CC(=O)N1CCC2=C(CC1)C=C(C=C2)C#N,-0.489940063,-0.226551266,-0.609903166,-0.512198695,
24691944,H11C11N4F1,-0.449376966,C1=CC(=C(C=C1C(=N)N)F)CN2C=CN=C2,-0.637964059,-0.505293678,-0.569333124,-0.510120293,
69098700,H9C10N1Cl1F1,0.24459839,CC(C)(C#N)C1=CC(=C(C=C1)Cl)F,-1.572423006,-1.459734288,-0.759029447,-0.509565262,
2795393,H4C2S2N4,-0.010104595,C1(=S)NNC(=S)NN1,-1.266716426,-0.615074522,-1.142585565,-0.50911505,
10657176,Si1H14C9S1N1Cl1,-0.656093375,CC1=CC=CC(=S)N1C[Si](C)(C)Cl,-0.453127188,-0.176146101,-0.442119706,-0.506612187,
58291263,H9C10S1N1O1,-0.582265892,COC1=CC2=C(C=C1)N=C(S2)C=C,-0.834367537,-0.675133787,0.219828271,-0.506078455,
43535222,H10C10N4O2,-1.165500702,CN1C=C(C=N1)NC2=CC(=NC=C2)C(=O)O,0.005488614,0.1170898,0.346496503,-0.504571198,
1892042,H14C11N2O4,-0.7373032,COC1=CC=CC(=C1)NC(=O)C(=O)NCCO,-0.213401621,-0.708826895,0.107304007,-0.504472351,
13928715,H13C7N1O2,-0.9255624,CCCCNC(=O)C(=O)C,-0.504409705,0.59241729,-0.330366931,-0.503174424,
10943222,H12C8O5,-1.28731476,CC(CC(=O)C(=O)OC)C(=O)OC,-0.161464806,0.647443442,0.359611819,-0.502725637,
64290468,H16C11N4,-0.704079951,CCC(C)CN(C)C1=NC=C(N=C1)C#N,-0.358901894,-0.366180358,-0.177406349,-0.502454742,
54522806,H11C11N1O4,-0.918178702,C1C(C2=CC=CC=C2CN1)OC(=O)C(=O)O,-0.092055812,0.026905892,-0.18488465,-0.500761779,
21183444,H10C13O2,-2.158475803,C1C2=CC=C(C=C2)OOC3=CC=C1C=C3,0.820929486,1.569509377,1.080509282,-0.500746544,
818861,H4C5S2N2,0.034190809,C1=CSC2=C(SN=C21)N,-1.282627032,-0.879153165,-0.913223769,-0.495405256,
199070,H8C8S1N2O2,-0.53058679,C1=CC(=CC=C1CC#N)S(=O)(=O)N,-0.474060514,-0.602004963,-0.299507365,-0.494555535,
865968,H10C9S2N2,-0.095006947,CC1=C(SC2=C1C(=NC=N2)SC)C,-1.014712061,-1.003810011,-0.66079059,-0.494055584,
824625,H8C6S2N2,-0.608105444,C1=CN=C(N=C1CS)CS,-0.542688571,-0.36265755,-0.222703048,-0.492060917,
12463172,H9C7N5,-0.785289775,CC1=C(C2=NN=CN2N=C1N)C,-0.378483205,-0.121102674,-0.091192436,-0.49110794,
54355879,H17C13N1O3,-0.752067882,CN(C)CC1=C(C=CC(=C1)C=CC(=O)O)OC,-0.282291699,-0.356684198,-0.050954134,-0.49102228,
64272742,H10C11N4O1,-0.877574468,CN(CC1=COC=C1)C2=NC=C(N=C2)C#N,-0.046421065,-0.20633244,-0.060026846,-0.490917292,
24706066,H12C14N2O2,-1.165500702,CCOC1=CC=C(C=C1)OC2=NC=CC(=C2)C#N,0.41801558,0.34186352,-0.208782812,-0.49090097,
57299623,H10C16O2,-0.94771078,C1C2=C3C(=CC(=C2)O)C=CC4=C3C(=CC=C4)C1=O,0.02475574,-0.069995415,-0.05348719,-0.490309868,
28580773,H12C11N3Cl1O1,0.510376243,C1=CC(=CC=C1NCC(=O)NCCC#N)Cl,-1.428249119,-1.438333995,-1.59617811,-0.488605416,
19691293,H9C8N1Cl1F1,-0.139302351,CCCC1=CC(=C(C=N1)F)Cl,-0.763541097,-0.960594831,-0.787224804,-0.488211298,
53434516,H8C10N1F3,0.584203726,C1=C(C=C(C(=C1F)F)F)CCCC#N,-2.064163792,-2.27454087,-0.341959841,-0.488008888,
24695986,H10C13N2O1,-0.438302097,C1=CC=NC(=C1)COC2=CC=CC(=C2)C#N,-0.414671029,-0.918043495,-0.278913748,-0.487755761,
66864850,H9C9N1O4,-1.073216009,CC1=CN=C(C(=C1C(=O)O)C(=O)O)C,-0.142865546,-0.164605355,0.603176086,-0.487323807,
62415575,H17C12S1N3,-0.49367237,CC1=CC(=NC(=C1C(=S)N)NC2CCC2)C,-0.512896286,-0.327001294,-0.602219134,-0.487188971,
53403537,H6C7N1O2F1,-0.504747239,C1=CC(=C(N=C1)F)CC(=O)O,-0.883582532,-0.457530928,-0.059961913,-0.485886181,
10965588,H10C8S2O2,-0.441994624,CSC1=CC=CC=C1S(=O)(=O)C,-0.556500598,-0.290090154,-0.739330758,-0.485317564,
68476165,H17C11N3O1,-0.800055814,CCCCCNC(=O)C=CC1=CN=CN1,0.01541043,-0.201520197,-0.324336457,-0.485102278,
61156986,H11C10N2O3F1,-0.659784546,CC(C(=O)O)NC(=O)C1=C(C=CC(=C1)F)N,-0.349187825,-0.322292699,-0.249977762,-0.483468654,
71363936,H17C10N3O2,0.108018292,CCCNC(=O)NC1=NOC(=C1)C(C)C,-0.908265861,-0.95435002,-1.352816358,-0.481896227,
10900714,H9C14N1O3,-1.383290623,C1=CC=C(C=C1)C2=NC3=C(O2)C=C(C=C3)C(=O)O,0.290332725,0.294413566,0.673789846,-0.481889289,
66978224,H9C10N1O3,-0.633944995,CC1=CC(=CC2=C1NC(=O)O2)C(=O)C,-0.214890527,-0.38640412,-0.385217238,-0.481391145,
66127241,H15C10S1N1O2,-0.220512176,CN1C=CC=C1C(=O)CSCCCO,-0.581245136,-1.004463982,-0.633706178,-0.480158637,
457528,H11C10S1N1O2,-0.202056322,CC(CN1C(=O)C2=CC=CC=C2S1)O,-0.865283887,-1.147757783,-0.258927036,-0.479689612,
19424122,H6C5N1Cl1O2,-0.903414019,CC1(CON=C1)C(=O)Cl,-0.363796769,0.100930534,0.095529154,-0.479596523,
54344309,H11C7Cl1O3,-0.15037722,CC(CCC(=O)Cl)OC(=O)C,-0.568419381,-0.917283407,-0.932969391,-0.47830064,
4961568,H4C4N2,-1.09905556,C1C23N1C24N3C4,0.220577888,0.32428279,-0.117396708,-0.478283785,
13958418,H8C11N3Cl1,-0.301722,CN1C=NC2=C1C3=CC=CC=C3N=C2Cl,-0.576832391,-0.868447774,-0.517129024,-0.477929198,
21311935,H16C10O3,-1.416512516,C1CCCC(CCC1)C(=O)C(=O)O,0.453492118,0.667087883,0.275372919,-0.475597438,
19437305,H7C6S1N1O2,0.934882574,C1=CC(=CC(=C1)OSO)N,-1.251993808,-1.781568488,-2.623142677,-0.475342875,
15230141,H14C9S1N2O1,-0.194672624,C1=CC=[N+](C(=C1)SCCCCN)[O-],-0.228674211,-2.203181471,0.174505855,-0.473561283,
12393054,H6C4S1Br1N3,0.410709209,CN(C)C1=NN=C(S1)Br,-1.249523757,-1.242734193,-1.570149995,-0.471713386,
21829379,H10C10S1N2O1,-0.250042897,CCC(=O)N1C2=CC=CC=C2NC1=S,-0.952866696,-1.104943624,-0.020053421,-0.471332072,
20506451,H10C8N3Cl1O1,0.314734702,COC1=C(C=C(C(=C1)C(=N)N)N)Cl,-1.275486134,-1.95975599,-0.535397888,-0.471072651,
770631,H8C9N3Cl1O1,-0.600723102,COC1=NNC(=N1)C2=CC(=CC=C2)Cl,-0.241750228,-0.897521127,0.138060708,-0.467229992,
23509273,H8C11S1O3,-1.003081053,C1=CSC(=C1)C(=O)C2=CC(=C(C=C2)O)O,-0.27322831,0.080674691,0.400840199,-0.466826097,
3905591,H11C11N3O3,-0.224203346,COCC(=O)NN1C=NC2=CC=CC=C2C1=O,-0.677065772,-0.676881002,-0.765931703,-0.465414753,
73127615,H25C15N1O1,-0.803746985,CCCCCC#CC=CC(=O)NCC(C)CC,-0.005176148,-0.151040998,-0.220922195,-0.464730049,
64038076,H12C8S2N2O2,0.547290663,CC1=C(N=CC=C1)SCCS(=O)(=O)N,-1.231226319,-1.293196118,-1.904145649,-0.46444935,
2761203,H5C7F3,0.395944526,C1=CC(=CC(=C1)F)C(F)F,-1.617478231,-1.76160755,-0.592365932,-0.463936356,
63670016,H11C9N2Cl1O1,-0.504747239,CC1=C(C=CN=C1)NC(=O)CCCl,-0.438989821,-0.741564957,-0.083747566,-0.463090677,
5392467,H13C11S1N1O3,-0.394006693,CCOC(=O)C1=CSC\2=C1CCC/C2=N/O,-0.444832675,-0.550333808,-0.600264695,-0.462908543,
61981678,H12C12N3Cl1,-0.441994624,CC1=CC(=CC=C1)N(C)C2=NN=C(C=C2)Cl,-0.353122963,-0.449752985,-0.63956178,-0.4614036,
69032950,H7C5N4F3,-0.09131442,CC(C)N1C(=NN=N1)C(F)(F)F,-1.082055944,-0.476932906,-0.932253835,-0.460864324,
71742957,H14C11N4O2,-1.265166379,CC(C)(C)OC(=O)NC1=NN2C=CC=NC2=C1,0.525038889,0.30924638,0.205262556,-0.459325219,
886460,H10C11N2O2,-0.475216517,COC1=C2C=CC=NC2=C(C=C1)NC=O,-0.394186968,-0.641823192,-0.28987918,-0.458589815,
46743951,H13C11S1N1O2,-0.205747493,CC(C)CN1C2=C(C=C1C(=O)O)SC=C2,-0.623056911,-0.873514202,-0.634169071,-0.457997111,
28983858,H15C15N3,-0.722537161,CCN(CC1=CC=CC=C1)C2=NC=CC(=C2)C#N,-0.359782031,-0.283182733,0.063401131,-0.457862519,
39097170,H13C11N1O3,-0.176216771,CCOC1=CC2=C(C=C1)ON=C2CCO,-0.644347236,-1.009458844,-0.562914333,-0.457561788,
71117156,H19C15O1F1,-0.693006439,CC1(CCCCC1C(=O)C2=CC=C(C=C2)F)C,-0.632085926,0.104106614,-0.136033957,-0.457172097,
14319079,H15C9N1O4,-1.003081053,COC(=O)CCC1(CCCC1)[N+](=O)[O-],0.058854634,0.1633515,0.045615735,-0.456903548,
4532730,B1H8C7Br1O3,-0.080240908,B(C1=C(C=CC(=C1)Br)OC)(O)O,-1.082375556,-0.599677194,-0.817246018,-0.456670249,
27527,H17C13N3O1,-0.585957063,C1CCCC(=NNC(=O)C2=CC=NC=C2)CC1,-0.321784182,-0.429593387,-0.22996019,-0.456534825,
