CID,Name,B3LYPLUMO,SMILES,Minimum Adsorption energy (100),Minimum Adsorption energy (110),Minimum Adsorption energy (111),Optimization score,e_above_hull (eV)
21797981,C2Cl1O5F5,-3.225278387,C(C(OF)(OF)Cl)(OF)(OF)OF,-24.38570503,-22.99358567,-24.45755022,-13.58544601,0.424946049
23413867,P1N3F6,-1.47557396,N(F)(F)P(N(F)F)N(F)F,-21.09917589,-20.50573975,-21.21505076,-11.20778138,0.987767032
140187,C1N4F8,-0.176216771,C(N(F)F)(N(F)F)(N(F)F)N(F)F,-19.69389984,-21.40339341,-22.00010011,-10.60434061,0.674206732
533974,H1C1N4F7,0.063721531,C(NF)(N(F)F)(N(F)F)N(F)F,-19.93148793,-19.94564644,-22.04051586,-10.28774761,0.557572658
19738565,C2N1O5F5,-3.50582228,C1(C(N1OF)(OF)OF)(OF)OF,-15.54919782,-15.37161589,-18.07259801,-9.918479759,0.397547012
23233314,C2O4F6,-2.191697695,C(OOC(OF)(F)F)(OF)(F)F,-17.24671548,-16.76419337,-18.51111758,-9.849519919,0
54457236,C2S1N2O2F4,-2.391031764,C(=O)(N(F)F)SC(=O)N(F)F,-17.88601984,-15.97929673,-17.967869,-9.834380142,0.513548072
19350253,P1O4F3,-3.775291304,O=P(OF)(OF)OF,-15.3021625,-15.10803389,-17.16555821,-9.816938087,0.379351145
21933605,H1C2O8F3,-2.90043909,C(=O)(C(OOF)(OOF)OOF)O,-12.20570855,-15.29826187,-20.09450648,-9.383299029,0.497893208
6422684,C2N4F8,0.263055599,C1(N(N1F)C(N(F)F)(F)F)(N(F)F)F,-18.17463355,-17.77180988,-19.25294041,-9.068369507,0.328412185
21217296,B1O3F3,-2.845068817,B(OF)(OF)OF,-14.63752564,-14.2022611,-16.46150043,-8.972748937,0.129142393
12476475,H3C2S1O2F5,-1.981290115,C(C(=O)O)S(F)(F)(F)(F)F,-14.62862477,-15.82641052,-16.60909659,-8.834667038,0.44158259
139748,C1N3F7,-0.190981454,C(N(F)F)(N(F)F)(N(F)F)F,-16.97824209,-16.52975568,-18.19757925,-8.713086896,0.495714177
23233231,C3N1O1F9,-2.475932759,C(C(OF)(F)F)(C(F)(F)F)(N(F)F)F,-14.49921722,-13.62337784,-15.01530994,-8.427617213,0
23233222,C2N3O1F7,-0.729919502,C(=O)(N(C(N(F)F)(N(F)F)F)F)F,-16.14985817,-14.98848049,-16.43584263,-8.293989967,0.197807522
23234882,H6C4N3F5,-0.641327336,CC(=NF)C(C)(N(F)F)N(F)F,-15.47175181,-15.87995475,-16.34499207,-8.270113439,0.20253346
23233315,C2N1O1F7,-2.431635998,C(C(OF)(F)F)(N(F)F)(F)F,-13.13205088,-13.42810194,-15.57158191,-8.237773786,0
550380,C2N2Cl2F6,-2.69372268,C(C(N(Cl)Cl)(F)F)(N(F)F)(F)F,-13.53668828,-13.06689248,-14.06887277,-8.125603595,0.027634397
15740021,C3O2F8,-2.132636252,C(C(OF)(F)F)(C(OF)(F)F)(F)F,-13.4161623,-13.7061657,-15.16615664,-8.114398899,0
18470599,C2N1O3F3,-3.288031002,C(=O)(C(=O)OF)N(F)F,-12.39092443,-11.88981035,-14.06930223,-8.035688335,0.122516133
21023168,H2S2O9,-2.088339491,OOOS(=O)OS(=O)OOO,-12.38127579,-13.23663758,-15.45931031,-7.890373691,0.672936279
21524319,C2N4O1F6,-0.205747493,C(=NC(N(F)F)(N(F)F)N(F)F)=O,-15.3227527,-14.80656535,-16.49914588,-7.874284403,0.422535933
21732270,C3N3F5,-3.369240826,C(#N)C(=NF)C(N(F)F)(F)F,-12.00962227,-11.424881,-13.6182646,-7.860081725,0.346864428
21745951,P1Cl3O4,-3.775291304,O=P(OCl)(OCl)OCl,-11.70975462,-11.00053245,-13.12040658,-7.859427927,0
20574237,C2O2F6,-3.033328017,C(C(OF)(F)F)(OF)(F)F,-12.54002244,-11.88725369,-13.49259095,-7.836641854,0
21932449,Si1Cl4O4,-3.539044172,O([Si](OCl)(OCl)OCl)Cl,-12.14134549,-11.08132878,-13.074809,-7.819102631,0
12592277,C3O2F8,-2.571907266,C(C(OF)(OF)F)(C(F)(F)F)(F)F,-12.3816159,-12.0322947,-14.40868802,-7.756386737,0
23233316,C2N2F8,0.288895151,C(C(N(F)F)(F)F)(N(F)F)(F)F,-16.13677462,-14.28702322,-16.34163352,-7.649790984,0.047226112
138220,C1N2F6,0.24459839,C(N(F)F)(N(F)F)(F)F,-15.78787018,-14.4801842,-16.08218686,-7.602741011,0.235489438
20515831,Si1O3F2,-3.332327763,O=[Si](OF)OF,-11.36203214,-10.83456681,-12.86247011,-7.509342058,0.449789594
55280843,H4C1N5F5,1.02347474,C(NN)(NF)(N(F)F)N(F)F,-15.61625948,-14.67907052,-17.11200465,-7.389485071,0.341132952
533996,C1N3F5,-0.726228331,C1(N(N1F)F)(N(F)F)F,-14.03423965,-13.35736443,-14.692236,-7.377087512,0.580416884
21732229,C1N2O1F4,0.144931355,C(=O)(N(F)F)N(F)F,-14.70626496,-14.13199001,-15.53236261,-7.322637253,0.416349416
12592276,C2O2F6,-2.531303032,C(C(F)(F)F)(OF)(OF)F,-11.56635655,-11.35817837,-13.24649877,-7.294157131,0
23235954,H4C3N3O1F5,-1.553092613,CC(=O)C(NF)(N(F)F)N(F)F,-12.87187291,-11.39799907,-14.23187814,-7.19350466,0.204832961
9602924,H3C2S1N1Cl1F5,-1.586314506,C/C(=N\S(F)(F)(F)(F)F)/Cl,-12.20441864,-11.60205793,-14.56758715,-7.18883454,0.037926322
23237440,H3C2S1O3F5,-1.944377052,CC(=O)OOS(F)(F)(F)(F)F,-12.11935021,-12.20609319,-12.92781524,-7.181064967,0
18967244,P2O7,-2.774932505,[O-][P+](=O)OOO[P+](=O)[O-],-11.0737694,-10.72404439,-12.89670816,-7.169886575,0.423613699
22725945,P1Cl3O3,-3.192056495,O(P(OCl)OCl)Cl,-10.84373378,-10.37567622,-12.00696772,-7.133757866,0.31072337
21719076,C2N2Cl3F3,-2.715871061,C(=N/Cl)(\C(N(Cl)Cl)(F)F)/F,-11.04086512,-10.76158544,-12.69538356,-7.107574551,0.069735686
19836625,P1H3C1Cl2O5,-3.409846416,COOP(=O)(OCl)OCl,-10.15293222,-9.879764663,-12.32013831,-7.097062407,0.120614798
549868,C2N2Cl3F5,-2.642043578,C(C(N(Cl)Cl)(F)F)(N(F)Cl)(F)F,-11.42044741,-10.58875495,-12.25308047,-7.031402261,0.024188654
14901757,S1Cl1O1F5,-3.428303626,O(S(F)(F)(F)(F)F)Cl,-10.29863632,-9.664737588,-11.771317,-7.003266965,0.117524467
9601732,C1N2F4,-1.161809531,C(=N/F)(\N(F)F)/F,-12.62954734,-11.6169907,-14.16085807,-6.982137449,0.464311316
22983319,P2O8,-2.933660983,O=P1(OOO1)P2(=O)OOO2,-11.18605302,-9.905754479,-11.92379348,-6.969430654,0.672537673
21731844,C3O3F8,-1.973907774,C(C(F)(F)F)(OOC(F)(F)F)(OF)F,-10.96457816,-11.72914558,-13.20097834,-6.969404232,0
18336031,H2S2O8,-1.785648574,OOOS(=O)OS(=O)OO,-10.83723512,-11.68529987,-13.87995115,-6.95990531,0.643654753
542704,H2C1N3F5,1.119450603,C(N)(N(F)F)(N(F)F)F,-14.67693792,-14.06426324,-16.07788966,-6.91012317,0.197006617
66809944,H4C6O4F4,-1.944377052,C1CC1(C(=O)OF)C(C(=O)OF)(F)F,-11.72704257,-11.02359666,-12.12832361,-6.785349,0
15184484,C1N4O6F2,-3.874956981,C(N(F)F)([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],-9.903883953,-9.142582034,-9.904523493,-6.762643404,0.244262027
140054,C1O2F4,-2.110487871,C(OF)(OF)(F)F,-11.28322205,-10.41591891,-12.39523249,-6.737639511,0.007099588
12636794,C1S1N1O1F5,-2.601439344,C(=NS(F)(F)(F)(F)F)=O,-8.968754725,-9.165128013,-14.13912521,-6.679554331,0.026089413
23234918,H3C2N3F6,1.137907813,CC(N(F)F)(N(F)F)N(F)F,-15.17451101,-12.49399614,-15.70873468,-6.660586397,0.360775399
3014808,P1H1O4F2,-2.46116672,OP(=O)(OF)OF,-10.68947133,-10.00713981,-11.79223401,-6.645390884,0
10889418,C3O2F8,-2.180624183,C(C(F)(F)F)(C(F)(F)F)(OF)OF,-11.43559095,-10.23547459,-11.41849316,-6.605238542,0
59908290,C2O5F6,-1.508797209,C(OOOOOC(F)(F)F)(F)(F)F,-11.00666311,-12.37103962,-11.44118908,-6.55754724,0
550787,C2S2N3O2F5,-2.188006525,C(=NS(=NS(F)(F)(F)(F)F)N=C=O)=O,-10.63697188,-10.60676014,-11.21485988,-6.503768579,0.374239144
15258517,C2N4O4F2,-3.834352748,C(#N)C(N(F)F)([N+](=O)[O-])[N+](=O)[O-],-9.871990376,-8.427808419,-9.163271575,-6.494354769,0.366120175
12057537,P1H3O7,-0.486290029,OOP(=O)(OO)OO,-11.93374537,-11.55142573,-13.69563661,-6.439946299,0.030152293
22213433,H2C1N3F5,0.49561156,C(N(N(F)F)N(F)F)F,-12.8403291,-12.32669541,-14.82897474,-6.418194095,0.390127792
23235578,H4C3N3O3F5,-2.169549315,COC(C([N+](=O)[O-])(F)F)(NF)N(F)F,-10.06221812,-10.36780881,-11.42812713,-6.394467002,0.00147477
12584956,C1S1N1F7,-1.527253062,C(=NS(F)(F)(F)(F)F)(F)F,-11.16303378,-11.20508487,-11.38905442,-6.389822042,0.01407309
23235964,C1S1N2F4,-3.483673899,C(=S)(N(F)F)N(F)F,-16.57350339,-15.52210399,-17.75756813,-10.05069953,1.073877267
14740645,S5Cl2,-3.103462972,S(SSCl)SSCl,-13.38939939,-9.329160733,-14.40490322,-7.738975377,3.047045179
140835,S7,-2.357808515,S1SSSSSS1,-13.97075884,-10.78671337,-13.82675633,-7.609609013,4.262508526
20597111,O4,-2.856142329,O1OOO1,-10.82788709,-9.493341519,-12.63868104,-6.92138944,1.10150918
14740646,S4Cl2,-2.977957744,S(SSCl)SCl,-10.95989133,-8.696596272,-11.23947939,-6.638306704,2.823474013
5460597,S4,-5.2296858,S=S=S=S,-8.034311759,-6.774441282,-8.690466375,-6.531379469,4.213906225
139602,S6,-2.409487617,S1SSSSS1,-11.54656477,-9.2459737,-11.03084622,-6.508641258,3.982430417
14817,P4S10,-3.48736507,P12(=S)SP3(=S)SP(=S)(S1)SP(=S)(S2)S3,-8.585256598,-8.039281464,-11.9224048,-6.501506345,3.151526492
123257,O2F2,-2.040352915,O(OF)F,-10.62418201,-9.703244788,-12.36957919,-6.469677456,1.148821877
71349952,Se1S5,-2.498081139,S1SS[Se]SS1,-10.16795273,-10.19919274,-10.63914896,-6.41675631,5.603631367
24386,S1Cl2O1,-6.977548942,ClS(=O)Cl,-6.521717509,-5.424869836,-5.435948399,-6.385863762,
23234915,H7C4Br1N2F4,-0.89233915,CCCC(N(F)F)(N(F)F)Br,-11.42656224,-11.26216672,-12.80225731,-6.361333953,
21972291,P1H6C2Cl1O6,-2.889364222,COOP(=O)(OOC)OCl,-9.325847245,-9.257762463,-10.89348258,-6.357530825,
18757521,P1H1Cl1O4F1,-3.424611099,OP(=O)(OF)OCl,-9.065161518,-8.516807776,-10.16958145,-6.337564007,
9602900,H3C1S2N1O1F6,-1.494031169,CO/S(=N\S(F)(F)(F)(F)F)/F,-11.1608942,-10.30958807,-11.9016241,-6.309033312,
560714,H1S1N1Cl1F5,-2.143709764,N(S(F)(F)(F)(F)F)Cl,-10.11822848,-9.635207687,-11.64904883,-6.305602381,
58586586,H2S1O6,-1.70443875,OOOS(=O)OO,-11.03682717,-10.04213346,-11.58640906,-6.296447655,
23233313,C2N1O3F5,-2.649425919,C(C(OF)(F)F)([N+](=O)[O-])(F)F,-9.989390194,-9.199065433,-10.62121377,-6.292991192,
21732271,H2C2N3F5,-0.766833922,C(=NF)(C(N(F)F)(F)F)N,-11.70621599,-10.85482018,-12.83268806,-6.282370999,
18365815,H4C6N2F4,-0.777907434,C1=CC=C(C(=C1)N(F)F)N(F)F,-11.83628447,-11.45124223,-11.94900574,-6.261709123,
21524232,H4C3N2O2F4,0.071105229,C1COOC1(N(F)F)N(F)F,-12.30925593,-12.40318294,-12.73511718,-6.205706728,
19905017,C2N2O3,-4.137043664,C(#N)OOOC#N,-8.155504699,-7.287341286,-9.13826054,-6.16537292,
11806517,C4O2F8,-2.283982388,C(=O)(C(C(C(OF)(F)F)(F)F)(F)F)F,-10.1068672,-9.645614473,-10.22054603,-6.13749581,
13323249,H2C2S1F8,-1.29100593,C(C(F)(F)F)S(F)(F)(F)(F)F,-11.62413984,-10.95894232,-10.3508229,-6.134487141,
23279262,C1S1N1O1F5,-3.439377138,C(#N)OS(F)(F)(F)(F)F,-8.431195267,-8.248208093,-9.627929203,-6.104243996,
14740647,S3Cl2,-3.188365324,S(SCl)SCl,-9.485299454,-7.614874909,-9.920866206,-6.097689423,
22382741,H4C6N2F4,-0.51212958,C1=CC(=CC(=C1)N(F)F)N(F)F,-11.49263733,-11.53494318,-11.99974144,-6.093951781,
20540632,H2C2O2F4,-1.889006779,C(C(OF)(F)F)OF,-10.35748337,-9.417546218,-11.03900922,-6.080176523,
23233327,C3O2F6,-2.542376544,C(=O)(C(C(OF)(F)F)(F)F)F,-9.242168216,-8.930253517,-10.60444159,-6.06733216,
3446506,H1S7N1,-2.077265979,N1SSSSSSS1,-8.954728018,-9.617550455,-11.49248475,-6.04942686,
23295255,S2Br2O1,-2.774932505,O(SBr)SBr,-9.589676017,-8.391299533,-9.953700783,-6.043245641,
18175377,S2Cl2O1,-2.30982194,O(SCl)SCl,-9.908401928,-8.493013083,-10.92791671,-6.043132923,
23234901,H3C2N2Cl1F4,-0.157759561,CC(N(F)F)(N(F)F)Cl,-11.84976361,-10.64113437,-13.17480942,-6.023164348,
20473747,P1H10C4Cl1O6,-2.745401783,CCOOP(=O)(OOCC)OCl,-7.960758073,-9.081658416,-10.72709101,-6.000952141,
9602926,H3C2S2N1Cl1F5,-1.597389374,CS/C(=N\S(F)(F)(F)(F)F)/Cl,-9.774915416,-9.806269366,-11.54003227,-5.985564196,
123287,Cl2O2,-2.800772056,O(OCl)Cl,-9.071249806,-8.344095129,-9.852519341,-5.945030074,
21732231,C3N1O1F7,-2.431635998,C(=O)(C(C(F)(F)F)(F)F)N(F)F,-9.71342464,-8.860271159,-9.595025834,-5.910604938,
23234916,H5C3N2Cl1F4,0.085869912,CCC(N(F)F)(N(F)F)Cl,-11.95325974,-11.23707765,-12.5237703,-5.909416327,
21731845,C1Cl1O2F3,-3.203130007,C(OOCl)(F)(F)F,-8.390596205,-7.730590855,-9.597208505,-5.887964264,
21996829,Br2O2,-3.332327763,O(OBr)Br,-8.309887751,-7.695776125,-9.249606997,-5.875375693,
21765949,H1C2S1Cl1O1F6,-2.025586876,C(=C(/F)\Cl)\OS(F)(F)(F)(F)F,-8.205291677,-9.143948588,-11.78765715,-5.868943007,
21486145,H4C4N4F6,0.432857589,C(C(CN(F)F)(C#N)N(F)F)N(F)F,-12.43889023,-12.02550821,-11.99631667,-5.860357056,
57419103,O6,-1.036302946,O1OOOOO1,-12.4306527,-9.020748371,-10.43708824,-5.832899691,
21945614,H4C6N2F4,-0.674549229,C1=CC(=CC=C1N(F)F)N(F)F,-11.15189925,-10.6379114,-10.9532402,-5.794449755,
22027301,Si1H4O8,-0.656093375,OO[Si](OO)(OO)OO,-11.29469187,-7.680786604,-13.80034311,-5.79068362,
18667846,N2O7,-2.320895452,[N+](=O)([O-])OOO[N+](=O)[O-],-8.618288411,-7.739888973,-11.36635914,-5.781203812,
24649,S2Cl2O5,-3.620253997,O=S(=O)(OS(=O)(=O)Cl)Cl,-7.989779673,-7.049312924,-8.76796825,-5.777970473,
21814124,C3N1F7,0.251980731,C1(C(C1(F)F)(F)F)(N(F)F)F,-11.78867808,-10.89852029,-12.67419526,-5.767575239,
71363800,C6N1F7,-0.785289775,C1(=C(C(=C(C(=C1F)F)F)F)F)N(F)F,-10.29680549,-11.60840022,-10.30858644,-5.761610245,
15775862,C1S1N1F5,-2.298747071,C(#N)S(F)(F)(F)(F)F,-8.79095684,-8.539314268,-10.31012363,-5.756105991,
140647,C2N3O6F3,-3.631327509,C(C([N+](=O)[O-])(F)F)([N+](=O)[O-])([N+](=O)[O-])F,-7.694794235,-7.556343222,-8.260094369,-5.734202392,
20185371,P1H5C2Cl2O5,-3.28064866,CCOOP(=O)(OCl)OCl,-7.023554088,-7.684059546,-9.808971991,-5.726421934,
18619983,P1H1Br1Cl1O4,-3.974624016,OP(=O)(OCl)OBr,-7.46354289,-6.567326027,-8.337842475,-5.715430573,
23067816,C1O2F4,-1.818870467,C(OOF)(F)(F)F,-9.534809031,-8.540572855,-10.49764435,-5.671606273,
21816127,C1N3F3,-3.044401529,C1(N=N1)(N(F)F)F,-8.115947691,-7.537212705,-9.223211139,-5.668262687,
21732255,C2N2Cl2F2,-1.637993608,C(#N)C(N(F)F)(Cl)Cl,-9.901324651,-8.603304766,-10.58768807,-5.667716384,
57760067,H3C3S1O4F3,-1.630611267,COC(=O)C(F)(F)SOOF,-9.634112825,-9.527756463,-9.931086508,-5.664131599,
9602896,H3C2S1N1Cl1O1F5,-1.501413511,CO/C(=N\S(F)(F)(F)(F)F)/Cl,-9.854878517,-8.98730698,-10.63691164,-5.663889612,
12598116,S2Cl2,-4.362217284,S=S(Cl)Cl,-7.048383053,-5.765622939,-8.05364323,-5.659050179,
21732222,C1N1Cl3F2,-1.87793191,C(N(F)Cl)(F)(Cl)Cl,-9.428280817,-8.53660954,-10.33752692,-5.656035502,
22005476,H6C5N1O6F3,-2.704796192,C(C(/C(=C(/C(=O)O)\ON)/OF)OF)OF,-8.963657532,-9.065973588,-7.678592781,-5.63710208,
13636336,H1C3N3O3F2,-2.697413851,C1(=NON=C1N(F)F)C(=O)O,-8.481201753,-8.135483141,-8.94078439,-5.60828514,
23237520,H1C3S1N1O1F6,-2.579290964,C(=C(C#N)OS(F)(F)(F)(F)F)F,-6.958067568,-8.047216727,-10.86888236,-5.602006591,
5371557,H3C1S2N1O1F6,-1.486648828,CO/S(=N/S(F)(F)(F)(F)F)/F,-7.774210981,-9.269559249,-12.10254558,-5.601043716,
54430467,H6C5N2O2F4,-1.09905556,C=CC(=O)OC(CN(F)F)N(F)F,-9.75769742,-10.86199166,-9.624378425,-5.590205698,
548576,H1C1N2F5,0.923809062,C(NF)(N(F)F)(F)F,-12.60645814,-10.5308106,-13.16946558,-5.589217856,
14270185,C6N2O4F4,-3.502129753,C1(=C(C(=C(C(=C1F)F)[N+](=O)[O-])F)F)[N+](=O)[O-],-6.699383933,-8.794479154,-7.524124581,-5.587396154,
22084400,H2C3O1F6,-2.140018593,C(C(C(OF)(F)F)(F)F)F,-8.981611539,-8.632003011,-9.457954714,-5.581937507,
23234921,H6C5N4F6,0.377487316,C(CC#N)CC(N(F)F)(N(F)F)N(F)F,-10.94304843,-11.02156935,-12.65710999,-5.581544303,
23234917,H7C4N2Cl1F4,0.115400634,CCCC(N(F)F)(N(F)F)Cl,-11.39106851,-10.2802519,-12.12073408,-5.574308766,
23154727,C2O4F2,-2.804463227,C(=O)(C(=O)OF)OF,-8.361713004,-7.520831335,-9.145848778,-5.573630466,
20976777,P1H5C2S1Cl2O3,-3.354476143,CCOP(=S)(OCl)OCl,-8.089438054,-7.22146661,-8.028226521,-5.567093269,
20510725,S1Cl2O3,-4.041069157,O=S(=O)(OCl)Cl,-7.28375859,-6.152302117,-7.813941552,-5.562201622,
15184486,H3C2N3O4F2,-2.893056749,CC(N(F)F)([N+](=O)[O-])[N+](=O)[O-],-8.613798178,-7.675867007,-8.404157109,-5.562165423,
21732230,C2N1O1F5,-2.298747071,C(=O)(C(F)(F)F)N(F)F,-8.70138611,-8.148125769,-9.598376669,-5.55735496,
11095735,C2S1N3Cl3,-3.579648406,C1(=NC(=NS(=N1)Cl)Cl)Cl,-6.760420017,-7.618280495,-8.218288015,-5.555988958,
20975710,P1H3C1S1Cl2O3,-3.132995051,COP(=S)(OCl)OCl,-7.351039757,-7.39900014,-9.011342217,-5.526727878,
19763753,P1H1Cl2O4,-3.395080377,OP(=O)(OCl)OCl,-7.674901156,-6.714454816,-8.572961509,-5.524593102,
16122616,H2O5,0.333191912,OOOOO,-11.3935265,-10.00227944,-12.74986677,-5.524349497,
139341,S5,-2.623586368,S1SSSS1,-9.303534764,-6.255891205,-9.680630915,-5.518469331,
71352004,Se1S3,-3.369240826,S1S[Se]S1,-7.741008808,-6.498807085,-8.673944938,-5.503580551,
20285658,Si2H2O7,-1.209796106,O[Si](=O)OOO[Si](=O)O,-9.77345606,-8.716342512,-10.84199403,-5.493530154,
12650401,H2C2N1Cl1O3F2,-2.893056749,C(C([N+](=O)[O-])(F)F)OCl,-7.964114292,-7.308949492,-8.942540815,-5.482462474,
23237448,C3S1F8,-1.578932164,C(#CS(F)(F)(F)(F)F)C(F)(F)F,-9.074965741,-8.361611693,-10.70247472,-5.479308108,
23233305,C2Cl3O1F3,-2.331968964,C(C(Cl)(Cl)Cl)(OF)(F)F,-8.875339014,-7.8656841,-9.103478594,-5.473401433,
4444852,C4N4Cl2O3,-2.50177231,C12=NON=C1N(C(=O)C(=O)N2Cl)Cl,-8.144121715,-8.101767826,-9.038624643,-5.464971852,
21732226,C3N1Cl1F8,-1.752426682,C(C(F)(F)F)(C(F)(F)F)(N(F)Cl)F,-9.441608,-8.415165792,-9.655605091,-5.461609821,
24845,N2F4,0.458697141,N(N(F)F)(F)F,-11.2940225,-10.42259559,-12.4013774,-5.456984012,
13380264,C1N1Cl3O4,-2.224919588,C(OO[N+](=O)[O-])(Cl)(Cl)Cl,-8.802043126,-7.799583619,-9.403451574,-5.446639514,
18407975,H1S1N1Cl2O3,-2.889364222,N(S(=O)(=O)O)(Cl)Cl,-8.705100837,-7.101729357,-8.196284503,-5.445201227,
12556076,C1N1Cl2F3,-1.866858398,C(N(F)Cl)(F)(F)Cl,-9.098071819,-8.147554467,-9.788721684,-5.439153861,
3016491,H2C1S1Cl2O4,-3.369240826,C(OS(=O)(=O)OCl)Cl,-6.897752719,-7.041141362,-8.533522984,-5.430023257,
23235583,C1N1Cl3F2,-0.89233915,C(N(F)F)(Cl)(Cl)Cl,-10.06250276,-9.086873531,-10.70315106,-5.4215908,
20036928,Si1P1H9C3O4F2,-2.280291218,C[Si](C)(C)OP(=O)(OF)OF,-8.574499268,-7.660960161,-9.385733686,-5.410344461,
24087,Se1S2,-5.037735429,S=[Se]=S,-5.671849389,-4.308881598,-7.297897604,-5.398639146,
11651650,C4S6,-3.823277879,C12=C(C(=S)SS1)SSC2=S,-6.481096739,-6.720180151,-7.714377018,-5.397581258,
23233312,C2N1Cl2F5,-0.460450478,C(C(F)(Cl)Cl)(N(F)F)(F)F,-10.44095133,-9.32799407,-11.08293717,-5.372205667,
23235997,S3F2,-1.593698204,FSSSF,-9.84249328,-7.282799269,-10.2450498,-5.358572827,
338031,C2S1Cl4O1,-2.966882875,C(=C(Cl)Cl)(S(=O)Cl)Cl,-8.093367464,-7.091552076,-8.003340208,-5.348151396,
11630088,C4S6,-4.052142669,C/1(=C/2\C(=S)SS2)\C(=S)SS1,-6.212440031,-5.356059687,-8.304401632,-5.33822156,
55281680,H3C2N4F3,0.019426127,C(#N)C(N)(NF)N(F)F,-10.49873221,-10.32543146,-11.26249677,-5.338063676,
18463993,Br1O1F1,-3.671933099,O(F)Br,-6.867671879,-6.006061742,-8.082611363,-5.328690714,
5255946,H2S6,-1.870549569,SSSSSS,-8.154436113,-6.897372504,-11.2601373,-5.320599103,
123323,S2F2,-3.048092699,FSSF,-7.711047368,-6.192277055,-8.790616601,-5.306369854,
20548931,P1H3C2Cl2O4,-3.166216943,C=COP(=O)(OCl)OCl,-7.618680948,-7.093100634,-7.613576176,-5.304001431,
10976886,C4S1N1Cl3O1,-3.037019187,C1(=C(SN=C1Cl)C(=O)Cl)Cl,-7.780556167,-7.208447638,-7.699219832,-5.2998802,
10889273,C2Br1O1F5,-2.235994457,C(C(F)(F)Br)(OF)(F)F,-8.267330016,-7.416775827,-9.402320061,-5.299068212,
20705190,C1S1Cl1O1F3,-3.727303372,C(F)(F)(F)SOCl,-6.229358917,-6.912373749,-7.45368055,-5.296220555,
13416581,C6O2F4,-4.328994035,C1(=C(C(=O)C(=O)C(=C1F)F)F)F,-5.920216516,-7.105801258,-5.743260177,-5.292710009,
5464541,H2C2N2Cl2O2,-2.439018339,C(=C(N=O)Cl)(NO)Cl,-8.676316533,-7.871898062,-7.875330233,-5.290099974,
20763196,H2S1O7,-1.756117852,OOOOS(=O)(=O)O,-8.009078157,-8.439263409,-9.842581272,-5.259879399,
12756813,C1N1Cl2F3,-2.450093208,C(N(Cl)Cl)(F)(F)F,-7.976370478,-7.226442965,-8.96458226,-5.252945888,
549867,C1N1Cl1F4,-1.590007033,C(N(F)Cl)(F)(F)F,-8.757022575,-7.976328683,-9.902059873,-5.234238705,
13163846,C2S3Cl2O2,-2.30982194,C(=O)(SSSC(=O)Cl)Cl,-7.991434414,-7.308905689,-9.119204757,-5.224835113,
522385,C1N1Cl2O4F1,-2.217537247,C(OO[N+](=O)[O-])(F)(Cl)Cl,-8.404473359,-7.549240844,-8.735426837,-5.223625463,
104302,H2C2S6O2,-2.27659869,C(=O)(S)SSSSC(=O)S,-7.508954816,-6.972400932,-10.02919679,-5.223391434,
18338391,H3C2S1O3F3,-1.294698458,C(C(F)(F)SOOO)F,-8.812242944,-8.808757328,-9.816918972,-5.220335769,
23233329,C3O1F8,-2.073574808,C(C(OF)(F)F)(C(F)(F)F)(F)F,-8.406251122,-7.531186296,-9.139185684,-5.216224588,
23233987,H8C6N2Cl1F3,-0.257426595,C1CCC(C(=NF)C1)(N(F)F)Cl,-10.005103,-9.992384731,-10.49708116,-5.211141447,
12884820,H2C8N2O6,-3.690388952,C12=C(C(=O)C3=C(C1=O)NOC3=O)NOC2=O,-6.738588763,-6.51170945,-6.900903434,-5.203728084,
23235587,H5C3N2F3,-0.722537161,CC/C(=N\F)/N(F)F,-9.878536978,-8.946173405,-10.21804383,-5.201727615,
74023650,H5C3N2F3,-0.71884599,CCC(=NF)N(F)F,-9.835889993,-9.00251367,-10.18125987,-5.196033583,
23235584,C1N1Cl2F3,-0.327561551,C(N(F)F)(F)(Cl)Cl,-10.03323602,-8.991914396,-11.1483363,-5.192695229,
19607245,H1S1N1Cl2O2,-2.538685373,N(S(=O)O)(Cl)Cl,-8.433480788,-6.814819705,-8.286442011,-5.191799771,
581264,H1C1S1N1O1F6,-1.003081053,C(=O)(NS(F)(F)(F)(F)F)F,-8.818469935,-8.811785954,-10.45693351,-5.182738761,
19911052,C3Cl1O1F7,-2.08464832,C(C(OF)(F)F)(C(F)(F)Cl)(F)F,-8.308085867,-7.905554153,-8.614058736,-5.180273953,
66875444,P1H5C6O4F2,-2.582982134,C1=CC=C(C=C1)OP(=O)(OF)OF,-6.826378116,-7.825288401,-8.609072987,-5.168280984,
54316055,P1H11C5O3F2,-2.12156274,CCC(CC)P(=O)(OF)OF,-7.937230771,-7.681705865,-8.958120395,-5.156957542,
123296,S2Br2,-3.361858485,S(SBr)Br,-6.819851416,-6.066838527,-7.915542171,-5.147967928,
13171232,C7F8,-2.114179042,C1(=C(C(=C(C(C(=C1F)F)(F)F)F)F)F)F,-7.99313981,-8.720415029,-7.830004598,-5.14768276,
19035612,P1H9C4Cl2O4,-2.963191704,CCCCOP(=O)(OCl)OCl,-7.176084601,-7.022472325,-7.792428577,-5.146760103,
18335841,S1O4,-3.214204875,O=S1OOO1,-7.167292278,-6.12691198,-7.906788343,-5.140601204,
