CID,Name,B3LYPLUMO,SMILES,Minimum Adsorption energy (100),Minimum Adsorption energy (110),Minimum Adsorption energy (111),Optimization score,dissociated
20079563,H6C5N2F2,-0.296736468,C1=CN(C=N1)CC(F)F,-1.782537523,-1.828782608,-1.76316006,-0.747378464,TRUE
20190602,Si1H22C9O4,1.368855178,CCCCOCCO[Si](C)(OC)OC,0.054032715,-0.394955216,-0.035574579,-0.747177102,TRUE
11240471,H8C4N1Cl1O1,-0.495494536,CCN(C)C(=O)Cl,-2.146759137,-1.548684796,-2.269907884,-0.746478035,TRUE
57029896,H22C10O2,1.99295408,CCCC(CC)OC(C)C(C)O,0.39638169,0.512983714,0.591713854,-0.746297164,TRUE
23416425,P1H16C7N2O2F1,0.148480611,CN(C)P(=CC(=O)OC)(N(C)C)F,-1.102662053,-1.221581767,-1.699286573,-0.744828704,TRUE
62358984,H12C5N4O1,0.088853337,CNC(=O)CNC(=NC)N,-1.315702075,-1.597369425,-1.289282406,-0.744818986,TRUE
68573512,H15C8N1O2,1.877674488,C1CC2C(CC(O2)CO)NC1,0.118096776,0.587732555,0.466736942,-0.743409532,TRUE
11096538,H26C12O4,2.334817899,CC(C)(OC)OCCCCCCOCOC,0.977397937,1.391952781,0.18834925,-0.741125621,TRUE
167254,P1H3S1O3,-0.467668377,OP(=S)(O)O,-2.082563421,-1.052598404,-2.708092741,-0.740041572,TRUE
62107154,H29C15N1O1,1.99295408,CCC1CCC(CC1)(CNCC)OCC2CC2,0.620534384,0.549161053,0.390531337,-0.736439244,TRUE
64418769,H19C9N3O1,1.122394706,C1CCC(CC1)C(CN)NC(=O)N,-0.408762869,-0.283989882,-0.349192514,-0.734854897,TRUE
165802,P1H5N2O2,0.804382089,NP(=O)(N)O,-0.758791729,-0.10415365,-1.102539778,-0.729771904,TRUE
145339,H18C8O3,2.235439595,CCC(C)C(OC)(OC)OC,0.483553672,0.908566944,0.93681693,-0.72956354,TRUE
18004325,H22C9N2O1,1.961152964,CCN(CC)CCN(CC)CO,0.607763832,0.444315244,0.457023329,-0.729059415,TRUE
20568216,H8C4N2,2.116185046,C1CN2CN1C2,0.221356695,0.782262811,0.977889533,-0.727841017,TRUE
62715277,H27C13N1O1,2.068482643,CCCOCCCNC1CCCCCC1,0.821067164,0.406844191,0.630344037,-0.724532089,TRUE
62354444,H25C11N1O1,2.044631441,CCCCOC(C)(CC)CNCC,0.668643787,0.855014019,0.305295436,-0.71749018,TRUE
15278592,H10C8Br1N1O1,-0.8572346,CC1=CC(=C(C=C1N)OC)Br,-2.235745034,-2.424034297,-2.213246019,-0.716886925,TRUE
64399535,H21C10N1,2.000905455,CC1(CCC(CC1)CCN)C,0.387269852,0.701025408,0.616141557,-0.716379924,TRUE
15475284,H11C6N1,2.58127837,C1CC1NC2CC2,0.865864058,1.294049543,1.287814052,-0.71601791,TRUE
54331973,H17C8N1O2,1.937301763,CCN1CCC(CC1)C(O)O,0.559699127,0.634327915,0.330339877,-0.714589728,TRUE
21107610,H6C4N4O3,-0.336488958,C1=C(N2C(N(N=C2O1)O)N)O,-2.061448206,-1.10361555,-2.126187064,-0.713630658,TRUE
54063500,H16C7O2,1.416556121,CCOCCC(C)(C)O,-0.186862129,0.090693163,0.06873112,-0.712851035,TRUE
62093702,H14C8S1N2O1,-1.032141466,CC(CC(=S)N)NC(=O)C1CC1,-2.481463984,-2.382126462,-2.500284678,-0.711241788,TRUE
57824672,H20C10O1,2.175812321,CCCC(CC)OCC1CC1,0.451501325,0.943859593,0.882771818,-0.708217371,TRUE
62599559,H29C13N1O1,1.961152964,CCCCCC(C)NCCOC(C)(C)C,0.613681001,0.676829708,0.353372913,-0.706595878,TRUE
64694428,H11C7N1O3F4,-0.984439062,C(CN)C(C(=O)O)OCC(C(F)F)(F)F,-2.521241727,-2.588980739,-2.080118363,-0.706170607,TRUE
57073628,H15C7S1N1O4,-0.877110845,C(CCCS(=O)O)CCOC(=O)N,-2.554964958,-2.619476734,-1.683079697,-0.704364809,TRUE
59761912,H19C9N1O1,1.853823286,CC1N(CCO1)CCC(C)C,0.311696122,0.723613336,0.309539009,-0.702770232,TRUE
65247258,H28C12N2O1,1.726618824,CCCCN(CCC(C)(C)CN)CCO,0.652934561,0.317878658,-0.004587033,-0.702271714,TRUE
62523180,H11C8N1O1F2,-0.539221983,CC1=CC=C(O1)CNCC(F)F,-2.319932832,-1.907854103,-1.595618636,-0.700956604,TRUE
22969383,B1H14C6N1O1,1.774321228,B(C)(N1CCCCC1)O,0.207313476,0.546841865,0.373497473,-0.699218478,TRUE
20753565,H12C9N1F3,0.029226062,CC(C)(C)N1C=CC(=C1)C(F)(F)F,-1.487559625,-1.443021773,-1.151382044,-0.694940272,TRUE
43149944,H23C11N1O2,2.267240711,CCOCCOCCC1CCCCN1,1.559000942,0.843091524,0.234062276,-0.694261232,TRUE
63559990,H19C8N1O1,1.766369853,CCC(C(C)CCOC)N,0.077184522,0.542743299,0.514334345,-0.694141232,TRUE
13448360,H15C10O1F1,1.325127731,C1C2CC3(CC1CC(C2)(C3)F)O,-0.463432276,0.154655779,0.123750396,-0.693401549,TRUE
10240867,H7C8O1F1,0.911711768,C12C3C4C1(C5C2C3(C45)F)O,-1.136648594,-0.412392447,0.124574757,-0.693266931,TRUE
56992646,H18C8N2O1,1.531835713,C1C(O1)(CCCN)CCCN,0.19017311,-0.039236368,0.286470931,-0.693016578,TRUE
68186148,H18C9O1,2.104258715,CCCC1(CCC1)COC,0.427698557,0.965651967,0.77074639,-0.691446539,TRUE
141788,H10C7,2.545502298,C1CC12CC23CC3,0.721646374,1.258975983,1.510638442,-0.690874349,TRUE
16792679,H9C5S1N3O1,-1.020216595,C1CN(CC(=O)N1)C(=S)N,-2.307175283,-2.039235625,-2.844994409,-0.688459255,TRUE
54419022,H24C11N2,2.036681527,CCC1(CCCCN1CCN)CC,0.708827467,0.711181853,0.573222247,-0.686135502,TRUE
65295870,H32C15N2,1.893575776,CCCN(CCCC(C)(C)CCN)CC1CC1,0.838866619,0.456000322,0.284130133,-0.683621709,TRUE
19604022,H16C7N2,1.88960082,CCC1NCCN1CC,0.341694405,0.566848197,0.664401253,-0.682643101,TRUE
17221527,H22C11N2,2.314943114,C1CC1CN2CCC(CC2)CCN,0.91282676,0.947841533,1.003904634,-0.680042736,TRUE
87745,H16C10N2O2,-0.038351126,C(CCOCCC#N)COCCC#N,-1.251596568,-1.498728945,-1.442257791,-0.679588321,TRUE
17945040,H6C4O1,2.887366117,C1C2CC1O2,1.142127009,1.597260932,1.860037654,-0.677112126,TRUE
654,P1H11C4O4,0.697052411,CCOP(=O)(O)OCC,-0.732077106,-0.523731816,-0.713403935,-0.676728348,TRUE
6388,H3C2Cl1F2,-0.817483571,CC(F)(F)Cl,-2.756270602,-1.240595946,-2.50945777,-0.675645601,TRUE
59400481,H18C9S1O5,-0.833383398,CCC(C)C(=O)OC(C)(C)CS(=O)(=O)O,-1.751535979,-2.760976382,-2.040272226,-0.675439066,TRUE
61754680,H23C11N1O1,2.028731613,CCNC(C)CCOC1CCCC1,0.75135656,0.844397734,0.442855892,-0.674597442,TRUE
20276349,H19C10N1,2.203638479,CC1CCC2CCCN2C1C,0.662532386,0.927452835,0.98116595,-0.673294045,TRUE
62567938,H20C8N2,2.004880411,CCCNCC(C)NCC,0.346076003,0.864395735,0.765195754,-0.67316229,TRUE
13818,P1H5C1O3,0.593699151,CP(=O)(O)O,-1.049707415,0.04787648,-1.253367094,-0.672715914,TRUE
20426858,H26C12N2O1,1.945253137,CCN1CCN(CC1)CCCCCOC,0.725427804,0.863584353,0.214532553,-0.672035784,TRUE
140868,Ge1H9C4F3,1.050842561,C[Ge](C)(C)C(F)(F)F,-0.068934847,-0.441328987,-0.362563625,-0.670892524,TRUE
66220060,H18C8S1N2O1,0.108729582,CN(C)C(=O)CCSCCCN,-1.152332626,-1.31658602,-1.226553914,-0.670276884,TRUE
63507303,H33C16N1,1.746495069,CCCNCC1(CCCCC1)CCC(C)(C)C,0.889763536,0.310444593,0.028548581,-0.66845475,TRUE
66796409,H12C6S1O2,-0.785680994,CC1(CCCC1)S(=O)O,-1.892095761,-2.348668171,-2.116148438,-0.666644898,TRUE
59654062,H22C10N2,1.937301763,CC(C)(C)NC1CCN(CC1)C,0.498086129,0.712568868,0.601728827,-0.666586911,TRUE
62425079,H24C11N2,2.060532729,CCNCCC(C)N1CCCCC1,0.846795999,0.866290072,0.478192137,-0.66505333,TRUE
60867130,H12C9N3F3,-0.90891196,C1CC1CNCC2=NC=C(N2)C(F)(F)F,-2.026887909,-2.314873331,-2.370829413,-0.664309129,TRUE
65460076,H24C12N2,1.925376892,C1CCC(C1)N(CCN)CC2CCC2,0.5216841,0.628063441,0.657059976,-0.66155386,TRUE
64981504,H14C6S1N2O1,-0.658476532,COCCNCCC(=S)N,-1.87563927,-1.273511094,-2.767475609,-0.656866063,TRUE
70830525,H23C14N1O1,0.534071877,CC1CCC(CC1)C2CCC(CC2)OC#N,-0.580483075,-0.911624405,-0.845998954,-0.656720344,TRUE
10701897,H13C8N1O1,-0.00655001,CC1(C(O1)(C)CCC#N)C,-1.524140667,-1.785050412,-0.646712204,-0.656042209,TRUE
61848718,H20C13N2O1,-0.316612713,CC1=CC(=C(O1)C)C(C)NCCCCC#N,-1.458369965,-1.889077341,-1.523783631,-0.653565466,TRUE
19908233,H8C4N2,2.187737191,C1C2CN1CN2,0.434462545,0.980420132,1.231634889,-0.652782335,TRUE
20738585,H23C12N1,1.599414362,CC(C)(C)N1CC2CCC(C1)CC2,0.292340373,0.789546096,-0.183665124,-0.650003623,TRUE
64513040,H20C11O1,1.225749427,CC#CCCCC(C(C)(C)C)O,-0.507000388,-0.165512177,0.450915527,-0.649807553,TRUE
63929409,H21C10N1O2,1.929351849,CC(C1CC1)N(C)CC(COC)O,0.762707349,0.639712698,0.490915848,-0.649119942,TRUE
66038209,H23C12N1O2,1.75841994,CC(CC1CCOCC1)(CNC2CC2)O,0.506302387,0.55570543,0.323292952,-0.648326508,TRUE
4914692,H14C7O2,1.909475604,CC1(CC(CCO1)O)C,0.288445574,0.853634501,0.700691513,-0.647609204,TRUE
19359812,H15C7Cl1O1,-0.097979861,CCC(CC(C)(C)O)Cl,-1.609540993,-0.948768073,-1.598280068,-0.643774925,TRUE
3022606,H13C6N1O2,1.814072257,CON1CCC(CC1)O,0.372828416,0.596771059,0.63007071,-0.640424431,TRUE
17885030,H6C1N2O2,1.615314189,C(N)(N)(O)O,0.355762004,0.937561797,-0.284144248,-0.639460502,TRUE
22237158,H15C6N1O1,1.66699155,CCC(C)(N(C)C)O,-0.012937511,0.532423577,0.670415318,-0.635178878,TRUE
57491989,H30C14,1.977054253,CCCC(C)C(C)CC(C)(CC)CC,0.80793009,0.475920018,0.837567776,-0.634957479,TRUE
45087182,H13C8N1,1.957178008,C1CC2C3CC1CN2C3,0.32119358,0.89708263,0.857356809,-0.632650167,TRUE
13631121,H11C6N1,1.949228094,C1CN2CCC1C2,0.229216997,0.889085428,0.947732479,-0.630274896,TRUE
62723842,H27C12N1O1,1.877674488,CCC(CC)(CCOCC)CNCC,0.856523041,0.75741484,0.246705391,-0.628730032,TRUE
69051421,H18C10N2O3,1.034941273,CCOCN1CC2(CCNCC2)OC1=O,0.001793241,-0.804465239,0.139687449,-0.627968061,TRUE
62106603,H29C15N1O1,1.90152569,CCC1CCC(CC1)(CNC2CC2)OC(C)C,1.045237737,0.448542932,0.445729327,-0.627511179,TRUE
65971978,H23C12N1O1,1.841898416,CC(C1CCCC1)NCC2CC(C2)O,0.769662318,0.536738734,0.456774532,-0.627086611,TRUE
23414123,P1H4C2N1F2,-0.86915947,C1CN1P(F)F,-2.29322471,-0.95325317,-3.122505178,-0.626917441,TRUE
63760864,H26C12N2O1,1.686867795,C1CCC(C1)N(CCCCCO)CCN,0.603746724,0.537924985,0.165436232,-0.625582574,TRUE
68223206,H15C6S1N3O2,-0.722078763,CN1CCN(CC1)N(C)S(=O)O,-1.808077002,-2.894483827,-1.209579621,-0.62431736,TRUE
62839651,H24C10N2,1.99295408,CCCCNCC(C)CNCC,0.820181336,0.927262068,0.48643399,-0.624164141,TRUE
54443413,H28C13,1.897550733,CC(C)CCC(C)C(C)CC(C)C,0.586959063,0.750350646,0.627428551,-0.62131899,TRUE
64123501,H17C7N1O1,1.841898416,CCC(C(C)NCC)O,0.506631119,0.512213983,0.783137203,-0.620618824,TRUE
23731,P1H11C4O3,1.050842561,CCOP(=O)(CC)O,-0.555563269,-0.166044491,0.152551328,-0.620264019,TRUE
21650887,H18C8N2,1.877674488,CC(C)NN1CCCCC1,0.234879795,0.839150403,0.855197352,-0.617299319,TRUE
57220929,H24C11O3,1.937301763,CCCCOC(C)(CC)OCC(C)O,0.619447823,0.90123451,0.600950897,-0.615045343,TRUE
20441775,H15C7N1O2,1.511960929,CC(C)C1CN(CCO1)O,0.089264291,0.32222547,0.435466432,-0.614821099,TRUE
64906808,H27C14N1,2.195687105,CCNC(CC1CC1)C2CCC(CC2)C,1.378955984,0.815584484,0.712075748,-0.613407517,TRUE
62106800,H27C14N1O1,2.195687105,CCNCC1(CCC(CC1)C)OCC2CC2,1.073909309,0.81619427,1.023009474,-0.61232471,TRUE
63559439,H11C7N1O2,0.00537486,C1COCC1OCCC#N,-0.974018284,-1.213502095,-1.459179521,-0.610470747,TRUE
23272690,P1H16C7N2Cl1O1,-0.324562627,CC(=CCl)OP(N(C)C)N(C)C,-1.64267787,-2.392106303,-0.594860715,-0.609326168,TRUE
62221152,H24C11N2O2,1.217798053,CCN(CCOC)CC1(CCNCC1)O,0.280699048,-0.071829961,-0.20151196,-0.607672839,TRUE
10080454,H9C9F1,1.285376702,CC12C3C4C1C5C2C3C45F,0.149385198,-0.276506667,0.337699551,-0.607592004,TRUE
58962302,H8C6N1Cl1,-0.714128849,C1CC1(CCCl)C#N,-2.124725586,-1.419316736,-2.242680333,-0.607389351,TRUE
61888129,H26C11N2,1.94127818,CCNCCN(C)CCC(C)(C)C,0.988504107,0.893920403,0.302669922,-0.606456685,TRUE
19895227,Si1H24C10N2O2,1.440407323,CCCC1CNCCN1[Si](C)(OC)OC,0.250400072,0.246783538,0.195319959,-0.6047864,TRUE
66427127,H21C9N3O1,0.871959277,CC(C)N(C)C(CC(=O)NC)CN,-0.522897344,-0.377984488,-0.10833907,-0.604183122,TRUE
59467858,H21C10N1O4,0.148480611,CNC(=O)CCCOCCOCCOC,-0.197344969,-1.164302646,-1.791958363,-0.599841302,TRUE
71404211,H5C2N1O1,1.734568738,C(=CO)N,0.067316885,1.315652816,0.233534019,-0.597867082,TRUE
13512552,H8C6O1,1.523885799,C1CC12C3(O2)CC3,-0.766512249,0.754652474,0.996608912,-0.597818043,TRUE
65560774,H23C11N1O2,1.853823286,CC(C)OCC(CNCCC1CC1)O,0.748779531,0.826567307,0.423835152,-0.593714645,TRUE
62567096,H23C10N1O2,1.710718997,CCC(C)(C)NCCOCCOC,0.184858954,0.693357258,0.702043254,-0.591982921,TRUE
19908228,H10C5N2,1.877674488,C1CN2CC1NC2,0.241368282,0.903673657,0.947823588,-0.590026323,TRUE
53880034,H18C10N4O2,1.742520112,C1CN2CCN3CCN4C3(C2(N1CC4)O)O,0.385979306,0.682512719,0.623430271,-0.589273007,TRUE
17750843,Si1H9C5F3,-0.400091189,CC(C)(C)[Si]C(F)(F)F,-1.822125097,-1.376335944,-1.536268182,-0.589075942,TRUE
62261893,H28C12N2,1.881649445,CCC(CC)(CNC)CN(C)C(C)C,0.525597998,0.86365766,0.730129332,-0.587593891,TRUE
67066913,H20C10O2,1.822022171,CCOCC1CCC(CC1)CO,0.646967006,0.634577828,0.659484875,-0.587506134,TRUE
57245290,H14C7O4,1.62724052,CC(C)(O)OC1COCCO1,0.120978561,0.396038806,0.846577047,-0.586354525,TRUE
61846086,H24C14N2O1,-0.670401402,CCCC(CCC)(C#N)C(=O)N(C)CC1CC1,-1.926220865,-1.674853976,-1.917341761,-0.584535399,TRUE
13345143,H27C13N3,2.136059831,CC(CN1CCCCCC1)N2CCNCC2,1.041469717,0.892131029,0.972689316,-0.583648238,TRUE
24711845,H24C11N2,1.71866891,CCC(C)(CN)N1CCCCCC1,0.443530498,0.622906912,0.601844465,-0.581287476,TRUE
61761891,H19C8N1O1,1.814072257,CCCN(C)CCC(C)O,0.817527915,0.521502399,0.61958968,-0.580599463,TRUE
5171981,P1H20C8S1N1,0.39891604,CC(C)(C)P(=S)(C(C)(C)C)N,-1.470667128,0.992403438,-1.795763913,-0.57846262,TRUE
21027148,H21C9N1O2,1.619289146,CC(C)(C)CCNCC(CO)O,0.427978933,0.138074915,0.822345577,-0.578244669,TRUE
57586039,H24C13N2,1.674941463,C1CC2CCCC(C1)C2N3CCNCC3,0.428878983,0.573799098,0.552971537,-0.578195795,TRUE
13245709,H12C7O1,1.913452021,CC1(CC2CC1C2)O,0.364708055,0.909824837,1.019764595,-0.574343096,TRUE
62265634,H19C10S1N1O3,-0.050277457,C1COCC1(CN2CCS(=O)CC2)CO,-0.511516892,-2.123343691,-0.957460208,-0.573581403,TRUE
71381775,H22C11S2O1,0.04512589,CC1(C(C1(SC)SC(C)(C)C)(C)O)C,-1.091166606,-0.982692867,-1.222601188,-0.571973055,TRUE
61440382,H28C13N2,1.853823286,CCCN(CC1CC1)C(CN)C(C)CC,0.419461981,0.746222091,0.964097044,-0.571948124,TRUE
54010991,H18C8N2,1.909475604,CCCCN1CCNC1C,0.615367731,0.692770796,1.012076404,-0.568035313,TRUE
65175066,H22C11N2O1,0.327362434,CCOCCCN(CCC#N)C(C)C,-0.911154967,-0.593012571,-0.919727097,-0.567663656,TRUE
64776481,H27C13N1O1,1.945253137,CCC1CCC(CC1)C(C(C)OCC)N,0.857343042,0.983202492,0.596928087,-0.566380965,TRUE
62413383,H32C15N2,1.921401935,CCC1CCC(CC1)N(C)CCCCNCC,1.318638407,0.791819467,0.258665189,-0.565847124,TRUE
58843833,H23C11N1O1,1.957178008,CC(C)(C)N1CCC(CC1)CCO,1.015658801,1.029589592,0.443413058,-0.563812095,TRUE
57491536,H30C14,1.897550733,CCC(C)CCCCC(C)C(C)CC,0.871230225,0.864557345,0.575818851,-0.56350763,TRUE
9547954,H4C1O4,1.070717345,C(O)(O)(O)O,0.187721235,0.485376708,-0.837784258,-0.562806392,TRUE
64868797,H18C7N4O1,1.178047024,CCN(C(C)COC)C(=NN)N,-0.145306634,0.029536232,0.275394189,-0.562419548,TRUE
12078378,H12C6Br1N1O1,-1.00034035,CN(C)C(=O)CCCBr,-2.448485581,-2.439074866,-1.487030818,-0.562261702,TRUE
14151739,H27C12N1,1.881649445,CC(C)(C)N(C(C)(C)C)C(C)(C)C,0.604580946,0.811339303,0.868979329,-0.560008126,TRUE
65908985,H19C11N1,2.263265754,C1CC1C(CNC2CC2)C3CC3,1.089777009,0.962776307,1.379259377,-0.559664095,TRUE
64139514,H23C12N1O2,1.849848329,CC(C)C1CC2(CCO1)CC(CCO2)N,0.73684889,0.733283285,0.726036438,-0.558896062,TRUE
64082422,H23C10N3O1,0.212082842,CNCCN(C)C(=O)CCCCCN,-0.665787911,-0.984748815,-1.062470249,-0.55820925,TRUE
14090352,H19C9N1,2.016805282,CC1(CN(C1)C(C)(C)C)C,0.654084512,1.111473436,0.944613751,-0.556707358,TRUE
43541127,H22C12N2,0.235934044,CCC(CC#N)N(CC)C1CCCC1,-0.836614568,-0.809126941,-0.981751248,-0.555882482,TRUE
62107856,H29C15N1O1,1.786246098,CCC(C)OC1(CCC(CC1)C)CNC2CC2,0.981289078,0.568900812,0.501263719,-0.551214114,TRUE
6452846,P1H15C5S1N2O3,-0.109904731,C(CN)COP(=S)(O)OCCN,-1.150556907,-1.279935513,-1.203776683,-0.550759151,TRUE
59337686,H23C12N1,2.048606398,CC(C)(C)N1CCC2C1CCCC2,0.744224425,1.079502125,1.027242535,-0.549141685,TRUE
11126173,H6C3O2,1.40463125,COC(=C)O,-0.127812343,0.833784781,0.217015271,-0.54848434,TRUE
65984769,H23C11N1O2,1.500034597,CC(CCNC)(CC1CCOCC1)O,0.700592923,0.388583915,0.129581367,-0.546890931,TRUE
20558928,H10C5N2,1.746495069,C1CN2CCN1C2,0.217852392,0.830719187,0.92512345,-0.544298363,TRUE
62986721,H24C11N2O1,1.929351849,CC(C)C(C)(CN)N1CCCOCC1,0.948706453,0.986897865,0.58967792,-0.543795551,TRUE
60728073,H17C8S1N3O3,-0.439842219,CC(C)C(=O)N1CCN(CC1)S(=O)(=O)N,-1.291961477,-1.40585478,-1.876945467,-0.542539178,TRUE
57872136,H13C9N2F3,-0.058227371,CCCC1=CN(C=N1)CCC(F)(F)F,-0.295619059,-1.501484647,-1.622260987,-0.54078043,TRUE
14901520,H4C5,-1.020216595,C1=CC12C=C2,-2.529508372,-1.662208401,-2.112518097,-0.540597514,TRUE
56962186,H15C8N1O1,1.985004166,C1COCCC12CC(C2)N,0.555920136,0.965572828,1.193575889,-0.539990608,TRUE
18386858,P2H12C6,1.40463125,C1CP2CCP1CC2,-0.015733152,0.55682837,0.435153684,-0.539607475,TRUE
66846613,H12C6N2,1.66699155,CC12CNCC1NC2,0.188238104,0.690528248,0.888698278,-0.538918337,TRUE
69058379,H11C8Br1N2,-1.052017711,CC1=CC(=CC(=C1N)NC)Br,-2.111971287,-2.338081876,-1.939393624,-0.538898942,TRUE
22726056,Si1H22C9S1O3,-0.034376169,CCO[Si](CC(C)S)(OCC)OCC,-1.359088551,-0.4733911,-1.501688842,-0.538506664,TRUE
18386872,P1H13C7,1.48413477,C1CP2CCC1CC2,0.114056099,0.681258159,0.427900012,-0.53819834,TRUE
61499343,H14C8S1N2O2,-0.515370781,CC(C(=O)OC)NC1=NCCCS1,-1.597336476,-1.614914952,-1.562087049,-0.538037689,TRUE
23234033,P1H1O1F2,-0.694252604,OP(F)F,-1.812649175,-0.296587973,-3.201621888,-0.538016871,TRUE
64298697,H32C15N2,2.275190624,CCC(C)CN(C)CCCCCCNC1CC1,0.963939852,1.675333611,0.963742244,-0.537092694,TRUE
62529339,H25C12N1O1,1.897550733,CC(C)C(CC1CCOCC1)CNC,0.847234037,0.987161106,0.643071252,-0.535864301,TRUE
68549723,H12C6N2,1.885625863,C1CN2CC1CC2N,0.373231509,0.990376648,1.105095985,-0.531362241,TRUE
19963995,H22C10O2,1.726618824,CCC(OC(C)C)OC(C)(C)C,0.717352953,0.718206895,0.556402138,-0.531315748,TRUE
58574245,H27C12N1,1.690842752,CC(C)CC(C)(C)CN(C)C(C)C,0.704699427,0.55767474,0.630918724,-0.529872561,TRUE
65213634,H23C13N1O1,1.802147387,C1CCC2(CC1)CNCC3(O2)CCCC3,0.858949723,0.890212534,0.479450141,-0.529638294,TRUE
57492889,H30C14,1.881649445,CCC(C)C(CC)C(C)(CC)C(C)C,0.717097363,0.854427557,0.899633977,-0.528964906,TRUE
61150883,H18C8N2,1.877674488,CNCC1(CCCCC1)N,0.699291813,0.886721256,0.883230867,-0.527296588,TRUE
139685,H12C5S1O2,1.178047024,CC(C)(C)S(=O)(=O)C,-1.696602449,1.00504818,1.067804402,-0.526315156,TRUE
15405194,H8C2N2O1,1.615314189,CC(N)(N)O,0.553504832,1.094246965,0.040546925,-0.526273974,TRUE
61125008,H15C9N3O1,-0.41201606,CC1CCC(CC1)(C#N)NC(=O)N,-1.448082576,-1.603815503,-1.333375621,-0.52487092,TRUE
20745039,H32C17,1.873699531,CC1(C2C(C(C1C(C2(C)C)(C)C)(C)C)(C)C)C,1.172265074,0.458608576,0.842403557,-0.524636898,TRUE
65281075,H24C11N2,1.933326806,CC(CN1CCCC(CC1)(C)C)N,0.695174338,0.534282927,1.424505469,-0.524336281,TRUE
13213982,H10C7O3,-0.757856296,CC#CCOC(=O)COC,-1.950340988,-1.83847255,-1.617274526,-0.522086529,TRUE
66658453,H24C10N4O2,1.305251486,C1CNCC(NCCCNC(CNC1)O)O,0.42944827,0.36359266,-0.004306698,-0.521170038,TRUE
58842205,H23C12N1,2.120160003,CC(C)C1CC12CCN(C2)C(C)C,0.907219631,1.209190073,1.130363818,-0.518951081,TRUE
64411145,H20C10N2O1,0.216057799,CCCC(COC)NC(CC)C#N,-0.765645519,-0.853671352,-0.843700206,-0.518531746,TRUE
13115541,H12C6O3,1.376805092,C1COCCC1(CO)O,-0.063688144,0.597484142,0.491084925,-0.517589059,TRUE
63177101,H16C8S1N2O1,-0.427917348,CCCC(=N)N1CCS(=O)CC1,-1.446309701,-1.505513237,-1.429635701,-0.516284432,TRUE
65041202,H26C11N2,1.981029209,CCC(CC)(CC)NCCCCN,1.038539577,0.991799483,0.82527508,-0.514578915,TRUE
66218137,H22C9S1N2,0.498294343,CCN(CC)CCSC(C)CN,-0.285215049,-0.885550196,-0.41981945,-0.514244621,TRUE
61961790,H25C12N3,0.22798413,CCCN(CCN(C)C)C(CC)CC#N,-0.85028192,-0.694060542,-0.856918008,-0.514202144,TRUE
62528956,H21C9N1,1.742520112,CCC(CNCC)C(C)C,0.721843451,0.760643711,0.664681588,-0.513398598,TRUE
71353432,H15C7Cl1O1,-0.225184323,CC(C)(C(C)(C)Cl)OC,-1.505783709,-1.297092842,-0.946529765,-0.512308891,TRUE
21634317,H13C8F1,1.686867795,CC12CCC(C1)(CC2)F,0.40770241,0.605324732,0.978380119,-0.511532687,TRUE
18417872,H6C4O2,-0.769781167,CC1(C(=O)O1)C,-1.789801313,-1.145156013,-2.439788354,-0.510900363,TRUE
12920375,H7C5S1N1O1,-1.00034035,CNC(=O)SCC#C,-2.264770938,-2.185943451,-1.614169814,-0.510643859,TRUE
20186287,H11C4N1O3,1.476183395,C(COC(CN)O)O,0.169968916,0.495364879,0.708044178,-0.509195369,TRUE
61402688,H17C9N3O3,-0.487544622,C1CCC(C1)(C(=O)O)NC(=O)NCCN,-1.412312595,-1.541307378,-1.56333454,-0.509053441,TRUE
61124359,H14C8N4O1,-0.467668377,CN1CCC(CC1)(C#N)NC(=O)N,-1.44844666,-1.635217847,-1.368221279,-0.508146775,TRUE
13038656,P1H18C9N1O3,0.848108076,CC12CN(P(=O)(OC1)OC2)C(C)(C)C,-0.487175312,0.077062933,-0.091084442,-0.507586841,TRUE
10888480,P1H19C8O2,1.142270951,CCP(=O)(C(C)C)C(C)(C)O,0.070815906,-0.041567219,0.35297694,-0.507431204,TRUE
19708696,H15C9N1O1,1.623264103,C1C2CC3CC1CC(C2)(O3)N,0.228963439,0.791566222,0.805273167,-0.50733158,TRUE
55288796,H8C3S1N2,-0.610774128,CCNC(=[35S])N,-2.116837653,-0.470571253,-2.284604454,-0.506615163,TRUE
62774352,H21C10N1O3,1.595437944,COCCNCC(C1CCOCC1)O,0.461838695,0.605777907,0.685654161,-0.505507178,TRUE
61317293,H19C10N3,0.04512589,CC(C)C(C#N)N1CCCNCC1,-0.968142968,-0.744628679,-1.17887241,-0.504503621,TRUE
13372720,P1H13C4N2O1,0.347238679,CN(C)P(N(C)C)O,-0.238448204,-0.374444893,-1.359932995,-0.502423688,TRUE
564666,H12C8,2.159911032,C1CC23C1(CC2)CC3,0.757033986,1.201656043,1.506945027,-0.502349674,TRUE
70485840,H26C11N4,1.563636828,CCN(CC)CCCCN1CNCNC1,0.886338876,0.570571894,0.220770886,-0.502204805,TRUE
62106974,H27C15N1O1,2.056557772,CC1CCC(CC1)(CNC2CC2)OCC3CC3,1.206383676,1.209236723,0.745197346,-0.501475929,TRUE
53866528,P1H23C11O3,1.03891623,CCCCOP(=O)(CO)C1CCCCC1,-0.051370258,0.28799245,-0.126294536,-0.501070172,TRUE
18518169,H12C6N4,1.519910842,C1N2CN1CN3CN(C3)C2,0.736731457,0.738324021,0.082288828,-0.500398037,TRUE
